district_name_eng_1398,district_code_1398,district_name_eng_1397,district_code_1397,match_97_98,district_name_eng_1396,district_code_1396,match_96_98,district_name_eng_1395,district_code_1395,match_95_98,district_name_eng_1394,district_code_1394,match_94_98,district_name_eng_1393,district_code_1393,match_93_98,district_name_eng_1392,district_code_1392,match_92_98,district_name_eng_1391,district_code_1391,match_91_98,district_name_eng_1390,district_code_1390,match_90_98,district_name_eng_1389,district_code_1389,match_89_98,district_name_eng_1388,district_code_1388,match_88_98,district_name_eng_1387,district_code_1387,match_87_98,district_name_eng_1386,district_code_1386,match_86_98,district_name_eng_1385,district_code_1385,match_85_98,district_name_eng_1384,district_code_1384,match_84_98,district_name_eng_1383,district_code_1383,match_83_98
Bar Kunar,1508,Bar Kunar,1508,1508,Bar Kunar,1508,1508,Bar Kunar,1508,1508,Bar Kunar,1508,1508,Bar Kunar,1508,1508,Bar Kunar,1508,1508,Bar Kunar,1508,1508,Bar Kunar,1508,1508,Bar Kunar,1508,1508,Bar Kunar,1508,1508,Bar Kunar,1108,1108,Bar Kunar,1108,1108,Bar Kunar,1108,1108,Bar Kunar,1108,1108,Bar Kunar,1108,1108
Sawkai,1509,Sawkai,1509,1509,Sawkai,1509,1509,Sawkai,1509,1509,Sawkai,1509,1509,Sawkai,1509,1509,Sawkai,1509,1509,Sawkai,1509,1509,Sawkai,1509,1509,Sawkai,1509,1509,Sawkai,1509,1509,Sawkai,1112,1112,Sawkai,1112,1112,Sawkai,1112,1112,Sawkai,1112,1112,Sawkai,1112,1112
Khas Kunar,1510,Khas Kunar,1510,1510,Khas Kunar,1510,1510,Khas Kunar,1510,1510,Khas Kunar,1510,1510,Khas Kunar,1510,1510,Khas Kunar,1510,1510,Khas Kunar,1510,1510,Khas Kunar,1510,1510,Khas Kunar,1510,1510,Khas Kunar,1510,1510,Khas Kunar,1113,1113,Khas Kunar,1113,1113,Khas Kunar,1113,1113,Khas Kunar,1113,1113,Khas Kunar,1113,1113
Ghazi Abad,1511,Ghazi Abad,1511,1511,Ghazi Abad,1511,1511,Ghazi Abad,1511,1511,Ghazi Abad,1511,1511,Ghazi Abad,1511,1511,Ghazi Abad,1511,1511,Ghazi Abad,1511,1511,Ghazi Abad,1511,1511,Ghazi Abad,1511,1511,Ghazi Abad,1511,1511,Ghazi Abad,1115,1115,Ghazi Abad,1115,1115,Ghazi Abad,1115,1115,Ghazi Abad,1115,1115,Ghazi Abad,1115,1115
Dangam,1512,Dangam,1512,1512,Dangam,1512,1512,Dangam,1512,1512,Dangam,1512,1512,Dangam,1512,1512,Dangam,1512,1512,Dangam,1512,1512,Dangam,1512,1512,Dangam,1512,1512,Dangam,1512,1512,Dangam,1107,1107,Dangam,1107,1107,Dangam,1107,1107,Dangam,1107,1107,Dangam,1107,1107
Chapa Dara,1513,Chapa Dara,1513,1513,Chapa Dara,1513,1513,Chapa Dara,1513,1513,Chapa Dara,1513,1513,Chapa Dara,1513,1513,Chapa Dara,1513,1513,Chapa Dara,1513,1513,Chapa Dara,1513,1513,Chapa Dara,1513,1513,Chapa Dara,1513,1513,Chapa Dara,1110,1110,Chapa Dara,1110,1110,Chapa Dara,1110,1110,Chapa Dara,1110,1110,Chapa Dara,1110,1110
S.Noorgal,1514,Noorgal,1514,1514,Noorgal,1514,1514,Noorgal,1514,1514,Noorgal,1514,1514,Noorgal,1514,1514,Noorgal,1514,1514,Noorgal,1514,1514,Noorgal,1514,1514,Noorgal,1514,1514,Noorgal,1514,1514,Noorgal,1111,1111,Noorgal,1111,1111,Noorgal,1111,1111,Noorgal,1111,1111,Noorgal,1111,1111
Nari,1515,Nari,1515,1515,Nari,1515,1515,Nari,1515,1515,Nari,1515,1515,Nari,1515,1515,Nari,1515,1515,Nari,1515,1515,Nari,1515,1515,Nari,1515,1515,Nari,1515,1515,Nari,1114,1114,Nari,1114,1114,Nari,1114,1114,Nari,1114,1114,Nari,1114,1114
Sheltan,1516,Sheltan,1516,1516,Sheltan (temporary district),1516,1516,Sheltan (temporary district),1516,1516,NA,NA,1506,NA,NA,1506,NA,NA,1506,NA,NA,1506,NA,NA,1506,NA,NA,1506,NA,NA,1506,NA,NA,1109,NA,NA,1109,NA,NA,1109,NA,NA,1109,NA,NA,1109
provincial Capital (Kunduz),1901,province Center (Kunduz),1901,1901,province Center (Kunduz),1901,1901,province Center (Kunduz),1901,1901,province Center (Kunduz),1901,1901,province Center (Kunduz),1901,1901,Kunduz Center (Kunduz),1901,1901,Kunduz Center (Kunduz),1901,1901,Kunduz Center (Kunduz),1901,1901,Kunduz Center (Kunduz),1901,1901,Kunduz Center (Kunduz),1901,1901,Kunduz Center(Kunduz),1701,1701,Kunduz Center(Kunduz),1701,1701,Kunduz Center(Kunduz),1701,1701,Kunduz Center(Kunduz),1701,1701,Kunduz Center(Kunduz),1701,1701
Chahar Darah,1902,Chahar Darah,1902,1902,Chahar Darah,1902,1902,Chahar Darah,1902,1902,Chahar Darah,1902,1902,Chahar Darah,1902,1902,Chahar Darah,1902,1902,Chahar Darah,1902,1902,Chahar Darah,1902,1902,Chahar Darah,1902,1902,Chahar Darah,1902,1902,Chahar Darah,1704,1704,Chahar Darah,1704,1704,Chahar Darah,1704,1704,Chahar Darah,1704,1704,Chahar Darah,1704,1704
Ali Abad,1903,Ali Abad,1903,1903,Ali Abad,1903,1903,Ali Abad,1903,1903,Ali Abad,1903,1903,Ali Abad,1903,1903,Ali Abad,1903,1903,Ali Abad,1903,1903,Ali Abad,1903,1903,Ali Abad,1903,1903,Ali Abad,1903,1903,Ali Abad,1705,1705,Ali Abad,1705,1705,Ali Abad,1705,1705,Ali Abad,1705,1705,Ali Abad,1705,1705
Khan Abad,1904,Khan Abad,1904,1904,Khan Abad,1904,1904,Khan Abad,1904,1904,Khan Abad,1904,1904,Khan Abad,1904,1904,Khan Abad,1904,1904,Khan Abad,1904,1904,Khan Abad,1904,1904,Khan Abad,1904,1904,Khan Abad,1904,1904,Khan Abad,1706,1706,Khan Abad,1706,1706,Khan Abad,1706,1706,Khan Abad,1706,1706,Khan Abad,1706,1706
Hazrati Imam Sahib,1905,Hazrati Imam Sahib,1905,1905,Hazrati Imam Sahib,1905,1905,Hazrati Imam Sahib,1905,1905,Hazrati Imam Sahib,1905,1905,Hazrati Imam Sahib,1905,1905,Hazrati Imam Sahib,1905,1905,Hazrati Imam Sahib,1905,1905,Hazrati Imam Sahib,1905,1905,Hazrati Imam Sahib,1905,1905,Hazrati Imam Sahib,1905,1905,Hazrati ImamSahib,1702,1702,Hazrati ImamSahib,1702,1702,Hazrati ImamSahib,1702,1702,Hazrati ImamSahib,1702,1702,Hazrati ImamSahib,1702,1702
Dasht-e- Archi,1906,Dasht-e- Archi,1906,1906,Dasht-e- Archi,1906,1906,Dasht-e- Archi,1906,1906,Dasht-e- Archi,1906,1906,Dasht-e- Archi,1906,1906,Dasht-e- Archi,1906,1906,Dasht-e- Archi,1906,1906,Dasht-i- Archi,1906,1906,Dasht-i- Archi,1906,1906,Dasht-i- Archi,1906,1906,Dasht-i- Archi,1707,1707,Dasht-i- Archi,1707,1707,Dasht-i- Archi,1707,1707,Dasht-i- Archi,1707,1707,Dasht-i- Archi,1707,1707
Qala -e-Zal,1907,Qala -e-Zal,1907,1907,Qala -e-Zal,1907,1907,Qala -e-Zal,1907,1907,Qala -e-Zal,1907,1907,Qala -e-Zal,1907,1907,Qala -e-Zal,1907,1907,Qala -e-Zal,1907,1907,Qala –i-Zal,1907,1907,Qala –i-Zal,1907,1907,Qala –i-Zal,1907,1907,Qala –i-Zal,1703,1703,Qala –i-Zal,1703,1703,Qala –i-Zal,1703,1703,Qala –i-Zal,1703,1703,Qala –i-Zal,1703,1703
Calbad,1908,Calbad,1908,1908,Calbad (temporary district),1908,1908,Calbad (temporary district),1908,1908,NA,NA,1905,NA,NA,1905,NA,NA,1905,NA,NA,1905,NA,NA,1905,NA,NA,1905,NA,NA,1905,NA,NA,1702,NA,NA,1702,NA,NA,1702,NA,NA,1702,NA,NA,1702
Gultipa,1909,Gultipa,1909,1909,Gultipa (temporary district),1909,1909,Gultipa (temporary district),1909,1909,NA,NA,1901,NA,NA,1901,NA,NA,1901,NA,NA,1901,NA,NA,1901,NA,NA,1901,NA,NA,1901,NA,NA,1701,NA,NA,1701,NA,NA,1701,NA,NA,1701,NA,NA,1701
Aqtash,1910,Aqtash,1910,1910,Akhtash (temporary district),1910,1910,Akhtash (temporary district),1910,1910,NA,NA,1904,NA,NA,1904,NA,NA,1904,NA,NA,1904,NA,NA,1904,NA,NA,1904,NA,NA,1904,NA,NA,1706,NA,NA,1706,NA,NA,1706,NA,NA,1706,NA,NA,1706
provincial Capital (Mehterlam),701,province Center (Mehterlam),701,701,province Center (Mehterlam),701,701,province Center (Mehterlam),701,701,province Center (Mehterlam),701,701,province Center (Mehterlam),701,701,Laghman Center (Mehterlam),701,701,Laghman Center (Mehterlam),701,701,Laghman Center (Mehterlam),701,701,Laghman Center (Mehterlam),701,701,Laghman Center (Mehterlam),701,701,Laghman Center(Mehterlam),1201,1201,Laghman Center(Mehterlam),1201,1201,Laghman Center(Mehterlam),1201,1201,Laghman Center(Mehterlam),1201,1201,Laghman Center(Mehterlam),1201,1201
Qarghayee,702,Qarghayee,702,702,Qarghayee,702,702,Qarghayee,702,702,Qarghayee,702,702,Qarghayee,702,702,Qarghayee,702,702,Qarghayee,702,702,Qarghayee,702,702,Qarghayee,702,702,Qarghayee,702,702,Qarghayee,1202,1202,Qarghayee,1202,1202,Qarghayee,1202,1202,Qarghayee,1202,1202,Qarghayee,1202,1202
Alishing,703,Alishing,703,703,Alishing,703,703,Alishing,703,703,Alishing,703,703,Alishing,703,703,Alishing,703,703,Alishing,703,703,Alishing,703,703,Alishing,703,703,Alishing,703,703,Alishing,1204,1204,Alishing,1204,1204,Alishing,1204,1204,Alishing,1204,1204,Alishing,1204,1204
Alingar,704,Alingar,704,704,Alingar,704,704,Alingar,704,704,Alingar,704,704,Alingar,704,704,Alingar,704,704,Alingar,704,704,Alingar,704,704,Alingar,704,704,Alingar,704,704,Alingar,1203,1203,Alingar,1203,1203,Alingar,1203,1203,Alingar,1203,1203,Alingar,1203,1203
Dawlat Shah,705,Dawlat Shah,705,705,Dawlat Shah,705,705,Dawlat Shah,705,705,Dawlat Shah,705,705,Dawlat Shah,705,705,Dawlat Shah,705,705,Dawlat Shah,705,705,Dawlat Shah,705,705,Dawlat Shah,705,705,Dawlat Shah,705,705,Dawlat Shah,1205,1205,Dawlat Shah,1205,1205,Dawlat Shah,1205,1205,Dawlat Shah,1205,1205,Dawlat Shah,1205,1205
Bad pash,706,Bad pash,706,706,Bad pakh (temporary district),706,706,Bad pakh (temporary district),706,706,Bad pakh (temporary district),706,706,Bad pakh,706,706,Bad pash (temporary district),706,706,Bad pash (temporary district),706,706,Bad pash (temporary district),706,706,NA,NA,701,NA,NA,701,NA,NA,1201,NA,NA,1201,NA,NA,1201,NA,NA,1201,NA,NA,1201
provincial Capital(Puli Alam),501,province Center(Puli Alam),501,501,province Center(Puli Alam),501,501,province Center(Puli Alam),501,501,province Center(Puli Alam),501,501,province Center(Puli Alam),501,501,Logar Center(Puli Alam),501,501,Logar Center(Puli Alam),501,501,Logar Center(Puli Alam),501,501,Logar Center(Puli Alam),501,501,Logar Center(Puli Alam),501,501,Logar Center(Puli Alam),501,501,Logar Center           (Puli Alam),501,501,Provincial Center (Pull Alam),501,501,Provincial Center (Pull Alam),501,501,Provincial Center (Pull Alam),501,501
Baraki Barak,502,Baraki Barak,502,502,Baraki Barak,502,502,Baraki Barak,502,502,Baraki Barak,502,502,Baraki Barak,502,502,Baraki Barak,502,502,Baraki Barak,502,502,Baraki Barak,502,502,Baraki Barak,502,502,Baraki Barak,502,502,Baraki Barak,502,502,Baraki Barak,502,502,Baraki Barak,503,503,Baraki Barak,502,502,Baraki Barak,502,502
Charkh,503,Charkh,503,503,Charkh,503,503,Charkh,503,503,Charkh,503,503,Charkh,503,503,Charkh,503,503,Charkh,503,503,Charkh,503,503,Charkh,503,503,Charkh,503,503,Charkh,503,503,Charkh,503,503,Charkh,502,502,Charkh,503,503,Charkh,503,503
khushi,504,khushi,504,504,khushi,504,504,khushi,504,504,khushi,504,504,khushi,504,504,khushi,504,504,khushi,504,504,khushi,504,504,khushi,504,504,khushi,504,504,khushi,504,504,khushi,504,504,khushi,504,504,khushi,504,504,khushi,504,504
Mohammad Agha,505,Mohammad Agha,505,505,Mohammad Agha,505,505,Mohammad Agha,505,505,Mohammad Agha,505,505,Mohammad Agha,505,505,Mohammad Agha,505,505,Mohammad Agha,505,505,Mohammad Agha,505,505,Mohammad Agha,505,505,Mohammad Agha,505,505,Mohammad Agha,505,505,Mohammad Agha,505,505,Mohamad Agha,505,505,Mohamad Agha,505,505,Mohamad Agha,505,505
Khar war,506,Khar war,506,506,Khar war,506,506,Khar war,506,506,Khar war,506,506,Khar war,506,506,Khar war,506,506,Khar war,506,506,Khar war,506,506,Khar war,506,506,Khar war,506,506,Khar war,506,506,Khar war,506,506,Kharwar,506,506,Kharwar,506,506,Kharwar,506,506
Azra,507,Azra,507,507,Azra,507,507,Azra,507,507,Azra,507,507,Azra,507,507,Azra,507,507,Azra,507,507,Azra,507,507,Azra,507,507,Azra,507,507,Azra,507,507,Azra,507,507,Azra,507,507,Azra,507,507,Azra,507,507
provincial Capital (Jalalabad),601,province Center (Jalalabad),601,601,province Center (Jalalabad),601,601,province Center (Jalalabad),601,601,province Center (Jalalabad),601,601,province Center (Jalalabad),601,601,Nangarhar Center (Jalalabad),601,601,Nangarhar Center(Jalalabad),601,601,Nangarhar Center(Jalalabad),601,601,Nangarhar Center(Jalalabad),601,601,Nangarhar Center(Jalalabad),601,601,Nangarhar Center(Jalalabad),1001,1001,Nangarhar Center(Jalalabad),1001,1001,Nangarhar Center(Jalalabad),1001,1001,Nangarhar Center(Jalalabad),1001,1001,Nangarhar Center(Jalalabad),1001,1001
Behsud,602,Behsud,602,602,Behsud,602,602,Behsud,602,602,Behsud,602,602,Behsud,602,602,Behsud,602,602,Behsud,602,602,Behsud,602,602,Behsud,602,602,Behsud,602,602,Behsud,1002,1002,Behsud,1002,1002,Behsud,1002,1002,Behsud,1002,1002,Behsud,1002,1002
Surkh Rud,603,Surkh Rud,603,603,Surkh Rud,603,603,Surkh Rud,603,603,Surkh Rud,603,603,Surkh Rud,603,603,Surkh Rud,603,603,Surkh Rud,603,603,Surkh Rud,603,603,Surkh Rud,603,603,Surkh Rud,603,603,Surkh Rud,1003,1003,Surkh Rud,1003,1003,Surkh Rud,1003,1003,Surkh Rud,1003,1003,Surkh Rud,1003,1003
Chapar har,604,Chapar har,604,604,Chapar har,604,604,Chapar har,604,604,Chapar har,604,604,Chapar har,604,604,Chapar har,604,604,Chapar har,604,604,Chapar har,604,604,Chapar har,604,604,Chapar har,604,604,Chapar har,1004,1004,Chapar har,1004,1004,Chapar har,1004,1004,Chapar har,1004,1004,Chapar har,1004,1004
Kama,605,Kama,605,605,Kama,605,605,Kama,605,605,Kama,605,605,Kama,605,605,Kama,605,605,Kama,605,605,Kama,605,605,Kama,605,605,Kama,605,605,Kama,1006,1006,Kama,1006,1006,Kama,1006,1006,Kama,1006,1006,Kama,1006,1006
Kuzkunar,606,Kuzkunar,606,606,Kuzkunar,606,606,Kuzkunar,606,606,Kuzkunar,606,606,Kuzkunar,606,606,Kuzkunar,606,606,Kuzkunar,606,606,Kuzkunar,606,606,Kuzkunar,606,606,Kuzkunar,606,606,Kuzkunar,1007,1007,Kuzkunar,1007,1007,Kuzkunar,1007,1007,Kuzkunar,1007,1007,Kuzkunar,1007,1007
Rodat,607,Rodat,607,607,Rodat,607,607,Rodat,607,607,Rodat,607,607,Rodat,607,607,Rodat,607,607,Rodat,607,607,Rodat,607,607,Rodat,607,607,Rodat,607,607,Rodat,1005,1005,Rodat,1005,1005,Rodat,1005,1005,Rodat,1005,1005,Rodat,1005,1005
Khugyani,608,Khugyani,608,608,Khugyani,608,608,Khugyani,608,608,Khugyani,608,608,Khugyani,608,608,Khugyani,608,608,Khugyani,608,608,Khugyani,608,608,Khugyani,608,608,Khugyani,608,608,Khugyani,1011,1011,Khugyani,1011,1011,Khugyani,1011,1011,Khugyani,1011,1011,Khugyani,1011,1011
Bati Kot,609,Bati Kot,609,609,Bati Kot,609,609,Bati Kot,609,609,Bati Kot,609,609,Bati Kot,609,609,Bati Kot,609,609,Bati Kot,609,609,Bati Kot,609,609,Bati Kot,609,609,Bati Kot,609,609,Bati Kot,1019,1019,Bati Kot,1019,1019,Bati Kot,1019,1019,Bati Kot,1019,1019,Bati Kot,1019,1019
Deh Bala,610,Deh Bala,610,610,Deh Bala,610,610,Deh Bala,610,610,Deh Bala,610,610,Deh Bala,610,610,Deh Bala,610,610,Deh Bala,610,610,Deh Bala,610,610,Deh Bala,610,610,Deh Bala,610,610,Deh Bala,1013,1013,Deh Bala,1013,1013,Deh Bala,1013,1013,Deh Bala,1013,1013,Deh Bala,1013,1013
Pachiragam,611,Pachir Waagam,611,611,Pachir Waagam,611,611,Pachir Waagam,611,611,Pachir Waagam,611,611,Pachir Waagam,611,611,Pachir Waagam,611,611,Pachir Waagam,611,611,Pachir Waagam,611,611,Pachir Waagam,611,611,Pachir Waagam,611,611,Pachir Wagam,1012,1012,Pachir Wagam,1012,1012,Pachir Wagam,1012,1012,Pachir Wagam,1012,1012,Pachir Wagam,1012,1012
Darah -e- S.Noor,612,Darah -e- Noor,612,612,Darah -e- Noor,612,612,Darah -e- Noor,612,612,Darah -e- Noor,612,612,Darah -e- Noor,612,612,Darah -e- Noor,612,612,Darah -e- Noor,612,612,Darah -i- Noor,612,612,Darah -i- Noor,612,612,Darah -i- Noor,612,612,Darah -i- Noor,1008,1008,Darah -i- Noor,1008,1008,Darah -i- Noor,1008,1008,Darah -i- Noor,1008,1008,Darah -i- Noor,1008,1008
Kot,613,Kot,613,613,Kot,613,613,Kot,613,613,Kot,613,613,Kot,613,613,Kot,613,613,Kot,613,613,Kot,613,613,Kot,613,613,Kot,613,613,Kot,1014,1014,Kot,1014,1014,Kot,1014,1014,Kot,1014,1014,Kot,1014,1014
Goshta,614,Goshta,614,614,Goshta,614,614,Goshta,614,614,Goshta,614,614,Goshta,614,614,Goshta,614,614,Goshta,614,614,Goshta,614,614,Goshta,614,614,Goshta,614,614,Goshta,1021,1021,Goshta,1021,1021,Goshta,1022,1022,Goshta,1021,1021,Goshta,1021,1021
Achin,615,Achin,615,615,Achin,615,615,Achin,615,615,Achin,615,615,Achin,615,615,Achin,615,615,Achin,615,615,Achin,615,615,Achin,615,615,Achin,615,615,Achin,1015,1015,Achin,1015,1015,Achin,1015,1015,Achin,1015,1015,Achin,1015,1015
Shinwar,616,Shinwar,616,616,Shinwar,616,616,Shinwar,616,616,Shinwar,616,616,Shinwar,616,616,Shinwar,616,616,Shinwar,616,616,Shinwar,616,616,Shinwar,616,616,Shinwar,616,616,Shinwar,1018,1018,Shinwar,1018,1018,Shinwar,1018,1018,Shinwar,1018,1018,Shinwar,1018,1018
Muhmand Dِِara,617,Muhmand Dِِara,617,617,Muhmand ِِDara,617,617,Muhmand ِِDara,617,617,Muhmand ِِDara,617,617,Muhmand ِِDara,617,617,Muhmand ِِDara,617,617,Muhmand ِِDara,617,617,Muhmand ِِDara,617,617,Muhmand ِِDara,617,617,Muhmand ِِDara,617,617,Muhmand ِِDara,1020,1020,Muhmand ِِDara,1020,1020,Muhmand ِِDara,1020,1020,Muhmand ِِDara,1020,1020,Muhmand ِِDara,1020,1020
Lalpoor,618,Lalpoor,618,618,Lalpoor,618,618,Lalpoor,618,618,Lalpoor,618,618,Lalpoor,618,618,Lalpoor,618,618,Lalpoor,618,618,Lalpoor,618,618,Lalpoor,618,618,Lalpoor,618,618,Lalpoor,1022,1022,Lalpoor,1022,1022,Lalpoor,1021,1021,Lalpoor,1022,1022,Lalpoor,1022,1022
Sher Zad,619,Sher Zad,619,619,Sher Zad,619,619,Sher Zad,619,619,Sher Zad,619,619,Sher Zad,619,619,Sher Zad,619,619,Sher Zad,619,619,Sher Zad,619,619,Sher Zad,619,619,Sher Zad,619,619,Sher Zad,1009,1009,Sher Zad,1009,1009,Sher Zad,1009,1009,Sher Zad,1009,1009,Sher Zad,1009,1009
Nazyan,620,Nazyan,620,620,Nazyan,620,620,Nazyan,620,620,Nazyan,620,620,Nazyan,620,620,Nazyan,620,620,Nazyan,620,620,Nazyan,620,620,Nazyan,620,620,Nazyan,620,620,Nazyan,1016,1016,Nazyan,1016,1016,Nazyan,1016,1016,Nazyan,1016,1016,Nazyan,1016,1016
Hesarak,621,Hesarak,621,621,Hesarak,621,621,Hesarak,621,621,Hesarak,621,621,Hesarak,621,621,Hesarak,621,621,Hesarak,621,621,Hesarak,621,621,Hesarak,621,621,Hesarak,621,621,Hesarak,1010,1010,Hesarak,1010,1010,Hesarak,1010,1010,Hesarak,1010,1010,Hesarak,1010,1010
Dur Baba,622,Dur Baba,622,622,Dur  Baba,622,622,Dur  Baba,622,622,DurBaba,622,622,DurBaba,622,622,Dur  Baba,622,622,Dur  Baba,622,622,Dur  Baba,622,622,Dur  Baba,622,622,Dur  Baba,622,622,DurBaba,1017,1017,DurBaba,1017,1017,DurBaba,1017,1017,DurBaba,1017,1017,DurBaba,1017,1017
Spin ghar,623,Spin ghar,623,623,NA,NA,615,NA,NA,615,NA,NA,615,NA,NA,615,NA,NA,615,NA,NA,615,NA,NA,615,NA,NA,615,NA,NA,615,NA,NA,1015,NA,NA,1015,NA,NA,1015,NA,NA,1015,NA,NA,1015
provincial Capital (Paroon),1601,province Center (Paroon),1601,1601,province Center (Paroon),1601,1601,province Center (Paroon),1601,1601,province Center (Paroon),1601,1601,province Center (Paroon),1601,1601,Nooristan Center (Paroon),1601,1601,Nooristan Center (Paroon),1601,1601,Nooristan Center (Paroon),1601,1601,Nooristan Center (Paroon),1601,1601,Nooristan Center (Paroon),1601,1601,Nooristan Center (Paroon),1301,1301,Nooristan Center (Paroon),1301,1301,Nooristan Center (Paroon),1301,1301,Nooristan Center (Paroon),1301,1301,Nooristan Center (Paroon),1301,1301
Waygal,1602,Waygal,1602,1602,Waygal,1602,1602,Waygal,1602,1602,Waygal,1602,1602,Waygal,1602,1602,Waygal,1602,1602,Waygal,1602,1602,Waygal,1602,1602,Waygal,1602,1602,Waygal,1602,1602,Waygal,1304,1304,Waygal,1304,1304,Waygal,1304,1304,Waygal,1304,1304,Waygal,1304,1304
Wama,1603,Wama,1603,1603,Wama,1603,1603,Wama,1603,1603,Wama,1603,1603,Wama,1603,1603,Wama,1603,1603,Wama,1603,1603,Wama,1603,1603,Wama,1603,1603,Wama,1603,1603,Wama,1305,1305,Wama,1305,1305,Wama,1305,1305,Wama,1305,1305,Wama,1305,1305
S.Noor Gram,1604,Noor Gram,1604,1604,Noor Gram,1604,1604,Noor Gram,1604,1604,Noor Gram,1604,1604,Noor Gram,1604,1604,Noor Gram,1604,1604,Noor Gram,1604,1604,Noor Gram,1604,1604,Noor Gram,1604,1604,Noor Gram,1604,1604,Noor Gram,1302,1302,Noor Gram,1302,1302,Noor Gram,1302,1302,Noor Gram,1302,1302,Noor Gram,1302,1302
Duab,1605,Duab,1605,1605,Duab,1605,1605,Duab,1605,1605,Duab,1605,1605,Duab,1605,1605,Duab,1605,1605,Duab,1605,1605,Duab,1605,1605,Duab,1605,1605,Duab,1605,1605,Duab,1303,1303,Duab,1303,1303,Duab,1303,1303,Duab,1303,1303,Duab,1303,1303
Kamdesh,1606,Kamdesh,1606,1606,Kamdesh,1606,1606,Kamdesh,1606,1606,Kamdesh,1606,1606,Kamdesh,1606,1606,Kamdesh,1606,1606,Kamdesh,1606,1606,Kamdesh,1606,1606,Kamdesh,1606,1606,Kamdesh,1606,1606,Kamdesh,1307,1307,Kamdesh,1307,1307,Kamdesh,1307,1307,Kamdesh,1307,1307,Kamdesh,1307,1307
Mandol,1607,Mandol,1607,1607,Mandol,1607,1607,Mandol,1607,1607,Mandol,1607,1607,Mandol,1607,1607,Mandol,1607,1607,Mandol,1607,1607,Mandol,1607,1607,Mandol,1607,1607,Mandol,1607,1607,Mandol,1306,1306,Mandol,1306,1306,Mandol,1306,1306,Mandol,1306,1306,Mandol,1306,1306
Bargi Matal,1608,Bargi Matal,1608,1608,Bargi Matal,1608,1608,Bargi Matal,1608,1608,Bargi Matal,1608,1608,Bargi Matal,1608,1608,Bargi Matal,1608,1608,Bargi Matal,1608,1608,Bargi Matal,1608,1608,Bargi Matal,1608,1608,Bargi Matal,1608,1608,Bargi Matal,1308,1308,Bargi Matal,1308,1308,Bargi Matal,1308,1308,Bargi Matal,1308,1308,Bargi Matal,1308,1308
provincial Capital(Sharan),1201,province Center(Sharan),1201,1201,province Center(Sharan),1201,1201,province Center(Sharan),1201,1201,province Center(Sharan),1201,1201,province Center(Sharan),1201,1201,Paktika Center(Sharan),1201,1201,Paktika Center(Sharan),1201,1201,Paktika Center(Sharan),1201,1201,Paktika Center(Sharan),1201,1201,Paktika Center(Sharan),1201,1201,Paktika Center(Sharan),701,701,Paktika Center(Sharan),701,701,Paktika Center(Sharan),701,701,Paktika Center(Sharan),701,701,Provincial Center (Sharan),701,701
Mata Khan,1202,Mata Khan,1202,1202,Mata Khan,1202,1202,Mata Khan,1202,1202,Mata Khan,1202,1202,Mata Khan,1202,1202,Mata Khan,1202,1202,Mata Khan,1202,1202,Mata Khan,1202,1202,Mata Khan,1202,1202,Mata Khan,1202,1202,Mata Khan,702,702,Mata Khan,702,702,Mata Khan,702,702,Mata Khan,702,702,Mata Khan,715,715
Yosuf Khel,1203,Yosuf Khel,1203,1203,Yosuf Khel,1203,1203,Yosuf Khel,1203,1203,Yosuf Khel,1203,1203,Yosuf Khel,1203,1203,Yosuf Khel,1203,1203,Yosuf Khel,1203,1203,Yosuf Khel,1203,1203,Yosuf Khel,1203,1203,Yosuf Khel,1203,1203,Yosuf Khel,703,703,Yosuf Khel,703,703,Yosuf Khel,703,703,Yosuf Khel,703,703,Yosef Kheil,718,718
Yahya Khel,1204,Yahya Khel,1204,1204,Yahya Khel,1204,1204,Yahya Khel,1204,1204,Yahya Khel,1204,1204,Yahya Khel,1204,1204,Yahya Khel,1204,1204,Yahya Khel,1204,1204,Yahya Khel,1204,1204,Yahya Khel,1204,1204,Yahya Khel,1204,1204,Yahya Khel,704,704,Yahya Khel,704,704,Yahya Khel,704,704,Yahya Khel,704,704,Yahya Kheil,719,719
Sar Rawza,1205,Sar Rawza,1205,1205,Sar Rawza,1205,1205,Sar Rawza,1205,1205,Sar Rawza,1205,1205,Sar Rawza,1205,1205,Sar Rawza,1205,1205,Sar Rawza,1205,1205,Sar Rawza,1205,1205,Sar Rawza,1205,1205,Sar Rawza,1205,1205,Sar Rawza,706,706,Sar Rawza,706,706,Sar Rawza,706,706,Sar Rawza,706,706,Sar Rawza,714,714
Omna,1206,Omna,1206,1206,Omna,1206,1206,Omna,1206,1206,Omna,1206,1206,Omna,1206,1206,Omna,1206,1206,Omna,1206,1206,Omna,1206,1206,Omna,1206,1206,Omna,1206,1206,Omna,705,705,Omna,705,705,Omna,705,705,Omna,705,705,Omneh,707,707
